"","...1","Feature1","Feature2","W"
"828",4484,"LKT__s__Anaerotruncus_colihominis","LKT__s__Clostridiaceae_bacterium",0.00017737523108455
"829",4491,"LKT__s__Clostridium_innocuum","LKT__s__Clostridiaceae_bacterium",0.0001140771161424
"830",4496,"LKT__s__Anaerotruncus_massiliensis","LKT__s__Clostridiaceae_bacterium",0.00015776454897696
"831",4501,"LKT__s__Intestinimonas_massiliensis","LKT__s__Clostridiaceae_bacterium",0.00011205898462722
"832",4505,"LKT__s__Intestinimonas_timonensis","LKT__s__Clostridiaceae_bacterium",0.00016874733179552
"833",4515,"LKT__d__Eukaryota","LKT__s__Clostridiaceae_bacterium",0.000232015938666
"834",4521,"LKT__s__Agathobaculum_desmolans","LKT__s__Clostridiaceae_bacterium",0.0001672100704818
"835",4525,"LKT__s__Marvinbryantia_formatexigens","LKT__s__Clostridiaceae_bacterium",0.00020687406105719
"836",4539,"LKT__f__Lachnospiraceae","LKT__s__Eubacteriaceae_bacterium",0.00016558607411932
"837",4544,"LKT__s__Blautia_wexlerae","LKT__s__Eubacteriaceae_bacterium",0.00010368791982639
"838",4550,"LKT__s__Ruminococcus_gnavus","LKT__s__Eubacteriaceae_bacterium",0.00010465409423777
"839",4556,"LKT__s__Roseburia_intestinalis","LKT__s__Eubacteriaceae_bacterium",0.00012884262767064
"840",4568,"LKT__s__Coprococcus_comes","LKT__s__Eubacteriaceae_bacterium",0.00018236563234489
"841",4569,"LKT__s__Blautia_massiliensis","LKT__s__Eubacteriaceae_bacterium",0.00041128609791243
"842",4572,"LKT__s__Blautia_hansenii","LKT__s__Eubacteriaceae_bacterium",0.00010650086875549
"843",4580,"LKT__g__Blautia","LKT__s__Eubacteriaceae_bacterium",0.00022109102049633
"844",4589,"LKT__s__Blautia_producta","LKT__s__Eubacteriaceae_bacterium",0.00015837552047624
"845",4592,"LKT__s__Hungatella_hathewayi","LKT__s__Eubacteriaceae_bacterium",0.0002686862339467
"846",4598,"LKT__s__Streptococcus_Unclassified","LKT__s__Eubacteriaceae_bacterium",0.0001752735766095
"847",4602,"LKT__s__Clostridium_innocuum","LKT__s__Eubacteriaceae_bacterium",0.00016193384220984
"848",4607,"LKT__s__Anaerotignum_lactatifermentans","LKT__s__Eubacteriaceae_bacterium",0.0001751128739641
"849",4612,"LKT__f__Oscillospiraceae","LKT__s__Eubacteriaceae_bacterium",0.00022015005900611
"850",4621,"LKT__s__Enterocloster_lavalensis","LKT__s__Eubacteriaceae_bacterium",0.00039174933170139
"851",4622,"LKT__s__Lachnoclostridium_phocaeense","LKT__s__Eubacteriaceae_bacterium",0.00084756926762963
"852",4628,"LKT__s__Marvinbryantia_formatexigens","LKT__s__Eubacteriaceae_bacterium",0.0002204813216239
"853",4634,"LKT__s__Bacteroides_ovatus","LKT__s__Parabacteroides_Unclassified",0.0001460976560773
"854",4640,"LKT__s__Parabacteroides_distasonis","LKT__s__Parabacteroides_Unclassified",0.00063500228021059
"855",4648,"LKT__s__Parabacteroides_merdae","LKT__s__Parabacteroides_Unclassified",0.0003420471484845
"856",4649,"LKT__s__Alistipes_finegoldii","LKT__s__Parabacteroides_Unclassified",0.00042592151402452
"857",4658,"LKT__s__Bacteroides_faecis","LKT__s__Parabacteroides_Unclassified",0.00010590024920705
"858",4662,"LKT__s__Odoribacter_splanchnicus","LKT__s__Parabacteroides_Unclassified",0.0006267214360337
"859",4671,"LKT__g__Parabacteroides","LKT__s__Parabacteroides_Unclassified",0.0001722381852602
"860",4709,"LKT__s__Anaerofustis_stercorihominis","LKT__s__Parabacteroides_Unclassified",0.00011229332593381
"861",4716,"LKT__s__Faecalibacterium_prausnitzii","LKT__s__Roseburia_inulinivorans",0.0003265273881059
"862",4721,"LKT__s__Lachnospiraceae_bacterium","LKT__s__Roseburia_inulinivorans",0.00015654315680633
"863",4723,"LKT__s__Blautia_Unclassified","LKT__s__Roseburia_inulinivorans",0.00036636453361403
"864",4728,"LKT__s__Clostridiales_bacterium","LKT__s__Roseburia_inulinivorans",0.00011552939092617
"865",4732,"LKT__s__Blautia_wexlerae","LKT__s__Roseburia_inulinivorans",0.00025771293103679
"866",4737,"LKT__s__Roseburia_faecis","LKT__s__Roseburia_inulinivorans",0.00022189778588706
"867",4744,"LKT__g__Ruminococcus","LKT__s__Roseburia_inulinivorans",0.0001038991163631
"868",4747,"LKT__s__Eubacteriaceae_bacterium","LKT__s__Roseburia_inulinivorans",0.0001963219453558
"869",4758,"LKT__s__Dorea_formicigenerans","LKT__s__Roseburia_inulinivorans",0.00018478503683463
"870",4785,"LKT__s__Eubacterium_ventriosum","LKT__s__Roseburia_inulinivorans",0.0001279137719417
"871",4799,"LKT__s__Enterocloster_asparagiformis","LKT__s__Roseburia_inulinivorans",0.0002083369741234
"872",4811,"LKT__s__Bacteroides_uniformis","LKT__s__Flavonifractor_plautii",0.00019706371469746
"873",4818,"LKT__s__Bacteroides_thetaiotaomicron","LKT__s__Flavonifractor_plautii",0.00045887496938679
"874",4827,"LKT__s__Bacteroides_xylanisolvens","LKT__s__Flavonifractor_plautii",0.00034327998753973
"875",4829,"LKT__s__Bacteroides_intestinalis","LKT__s__Flavonifractor_plautii",0.00011401497233749
"876",4834,"LKT__s__Cyclospora_cayetanensis","LKT__s__Flavonifractor_plautii",0.0001384109705393
"877",4835,"LKT__k__Bacteria","LKT__s__Flavonifractor_plautii",0.0002408628373176
"878",4843,"LKT__s__Eubacteriaceae_bacterium","LKT__s__Flavonifractor_plautii",0.00021199287312909
"879",4856,"LKT__s__Fusicatenibacter_saccharivorans","LKT__s__Flavonifractor_plautii",0.00016682168794321
"880",4858,"LKT__g__Parabacteroides","LKT__s__Flavonifractor_plautii",0.0002546151750862
"881",4865,"LKT__f__Clostridiaceae","LKT__s__Flavonifractor_plautii",0.0001817128037135
"882",4872,"LKT__s__Anaerotruncus_colihominis","LKT__s__Flavonifractor_plautii",0.0001896541313206
"883",4875,"LKT__s__Clostridium_scindens","LKT__s__Flavonifractor_plautii",0.00010528960354362
"884",4881,"LKT__s__Anaerotignum_lactatifermentans","LKT__s__Flavonifractor_plautii",0.0001219653008372
"885",4886,"LKT__f__Oscillospiraceae","LKT__s__Flavonifractor_plautii",0.00012863543576069
"886",4889,"LKT__s__Harryflintia_acetispora","LKT__s__Flavonifractor_plautii",0.0002455183467021
"887",4893,"LKT__s__Enterocloster_asparagiformis","LKT__s__Flavonifractor_plautii",0.0003012517760991
"888",4894,"LKT__s__Enterocloster_lavalensis","LKT__s__Flavonifractor_plautii",0.00010765402075819
"889",4896,"LKT__s__Lachnoclostridium_phocaeense","LKT__s__Flavonifractor_plautii",0.00017310999565584
"890",4900,"LKT__s__Agathobaculum_desmolans","LKT__s__Flavonifractor_plautii",0.00010549377383
"891",4905,"LKT__Unclassified","LKT__s__Odoribacter_splanchnicus",0.00020078684782997
"892",4921,"LKT__s__Alistipes_putredinis","LKT__s__Odoribacter_splanchnicus",0.00025956943523607
"893",4925,"LKT__s__Clostridiales_bacterium","LKT__s__Odoribacter_splanchnicus",0.00013394651671311
"894",4928,"LKT__s__Alistipes_finegoldii","LKT__s__Odoribacter_splanchnicus",0.00069904948893862
"895",4934,"LKT__p__Firmicutes","LKT__s__Odoribacter_splanchnicus",0.00047170809337371
"896",4940,"LKT__s__Roseburia_inulinivorans","LKT__s__Odoribacter_splanchnicus",0.00031538670336109
"897",4941,"LKT__s__Oscillibacter_Unclassified","LKT__s__Odoribacter_splanchnicus",0.00021088070695788
"898",4946,"LKT__s__Roseburia_hominis","LKT__s__Odoribacter_splanchnicus",0.0001440266969239
"899",4952,"LKT__s__Subdoligranulum_Unclassified","LKT__s__Odoribacter_splanchnicus",0.00012913814503919
"900",4958,"LKT__f__Rikenellaceae","LKT__s__Odoribacter_splanchnicus",0.00053679868147221
"901",4969,"LKT__s__Intestinimonas_timonensis","LKT__s__Odoribacter_splanchnicus",0.00018015065534081
"902",4976,"LKT__g__Bacillus","LKT__s__Odoribacter_splanchnicus",0.00014385212725993
"903",4981,"LKT__o__Bacillales","LKT__s__Odoribacter_splanchnicus",0.00045543206053526
"904",4985,"LKT__g__Bacteroides","LKT__s__Oscillibacter_Unclassified",0.00010651637053444
"905",4991,"LKT__o__Clostridiales","LKT__s__Oscillibacter_Unclassified",0.0003089821305417
"906",4995,"LKT__s__Ruminococcaceae_bacterium","LKT__s__Oscillibacter_Unclassified",0.00012963313771329
"907",4996,"LKT__s__Bacteroides_dorei","LKT__s__Oscillibacter_Unclassified",0.00012443493204529
"908",4997,"LKT__s__Alistipes_putredinis","LKT__s__Oscillibacter_Unclassified",0.00047402119847366
"909",5000,"LKT__s__Blautia_obeum","LKT__s__Oscillibacter_Unclassified",0.00015347333781428
"910",5005,"LKT__s__Alistipes_finegoldii","LKT__s__Oscillibacter_Unclassified",0.00011176728193357
"911",5014,"LKT__s__Ruminococcus_flavefaciens","LKT__s__Oscillibacter_Unclassified",0.00015512196910137
"912",5037,"LKT__g__Alistipes","LKT__s__Oscillibacter_Unclassified",0.0003242560494787
"913",5041,"LKT__f__Rikenellaceae","LKT__s__Oscillibacter_Unclassified",0.0003563895365567
"914",5051,"LKT__s__Anaerotruncus_massiliensis","LKT__s__Oscillibacter_Unclassified",0.0007805756633652
"915",5056,"LKT__p__Proteobacteria","LKT__s__Oscillibacter_Unclassified",0.0005116647400316
"916",5059,"LKT__f__Oscillospiraceae","LKT__s__Oscillibacter_Unclassified",0.0001509414070423
"917",5061,"LKT__s__Intestinimonas_timonensis","LKT__s__Oscillibacter_Unclassified",0.00015370281925938
"918",5062,"LKT__s__Harryflintia_acetispora","LKT__s__Oscillibacter_Unclassified",0.00010685561932037
"919",5069,"LKT__s__Bacteroides_vulgatus","LKT__f__Ruminococcaceae",0.0003234601086345
"920",5073,"LKT__s__Ruminococcus_Unclassified","LKT__f__Ruminococcaceae",0.00032509681233299
"921",5078,"LKT__s__Bacteroides_thetaiotaomicron","LKT__f__Ruminococcaceae",0.0001335080218389
"922",5089,"LKT__s__Blautia_wexlerae","LKT__f__Ruminococcaceae",0.00014546204640659
"923",5098,"LKT__p__Firmicutes","LKT__f__Ruminococcaceae",0.00033424532172149
"924",5106,"LKT__s__Roseburia_inulinivorans","LKT__f__Ruminococcaceae",0.0001114274885721
"925",5109,"LKT__s__Oscillibacter_Unclassified","LKT__f__Ruminococcaceae",0.0001188851345889
"926",5115,"LKT__s__Dorea_formicigenerans","LKT__f__Ruminococcaceae",0.0002037937453297
"927",5119,"LKT__g__Parabacteroides","LKT__f__Ruminococcaceae",0.0002716589543773
"928",5133,"LKT__s__Hungatella_hathewayi","LKT__f__Ruminococcaceae",0.00010713024413627
"929",5135,"LKT__g__Faecalibacterium","LKT__f__Ruminococcaceae",0.0001493198482787
"930",5153,"LKT__s__Intestinimonas_timonensis","LKT__f__Ruminococcaceae",0.00027760028401959
"931",5161,"LKT__s__Enterocloster_lavalensis","LKT__f__Ruminococcaceae",0.000400143272186
"932",5163,"LKT__s__Bacillus_Unclassified","LKT__f__Ruminococcaceae",0.0003039506191723
"933",5173,"LKT__Unclassified","LKT__s__Coprococcus_comes",0.00019813903576141
"934",5176,"LKT__s__Faecalibacterium_prausnitzii","LKT__s__Coprococcus_comes",0.00010924549643411
"935",5178,"LKT__s__Bacteroides_ovatus","LKT__s__Coprococcus_comes",0.0001224667535754
"936",5190,"LKT__s__Blautia_obeum","LKT__s__Coprococcus_comes",0.00012531558152587
"937",5198,"LKT__s__Anaerobutyricum_hallii","LKT__s__Coprococcus_comes",0.0001681884129665
"938",5199,"LKT__p__Firmicutes","LKT__s__Coprococcus_comes",0.00056129827614622
"939",5212,"LKT__f__Ruminococcaceae","LKT__s__Coprococcus_comes",0.0001449308282376
"940",5214,"LKT__s__Blautia_massiliensis","LKT__s__Coprococcus_comes",0.00052539214146424
"941",5230,"LKT__g__Faecalibacterium","LKT__s__Coprococcus_comes",0.00012159865151486
"942",5254,"LKT__g__Veillonella","LKT__s__Coprococcus_comes",0.0001323376238772
"943",5265,"LKT__s__Lachnospiraceae_bacterium","LKT__s__Lachnospira_eligens",0.00018489031258955
"944",5270,"LKT__s__Alistipes_putredinis","LKT__s__Lachnospira_eligens",0.000100563163305
"945",5271,"LKT__f__Lachnospiraceae","LKT__s__Lachnospira_eligens",0.00023054626714066
"946",5283,"LKT__p__Firmicutes","LKT__s__Lachnospira_eligens",0.00016852096856804
"947",5284,"LKT__s__Roseburia_intestinalis","LKT__s__Lachnospira_eligens",0.00014804976940102
"948",5289,"LKT__s__Eubacteriaceae_bacterium","LKT__s__Lachnospira_eligens",0.00014600038515318
"949",5293,"LKT__s__Blautia_massiliensis","LKT__s__Lachnospira_eligens",0.00018099423104032
"950",5299,"LKT__g__Blautia","LKT__s__Lachnospira_eligens",0.00019266280405659
"951",5300,"LKT__s__Roseburia_Unclassified","LKT__s__Lachnospira_eligens",0.0001620969881538
"952",5306,"LKT__s__Eubacterium_ramulus","LKT__s__Lachnospira_eligens",0.0002547912290973
"953",5315,"LKT__s__Intestinimonas_butyriciproducens","LKT__s__Lachnospira_eligens",0.0002535953490389
"954",5341,"LKT__s__Faecalibacterium_prausnitzii","LKT__s__Blautia_massiliensis",0.00011921267122549
"955",5345,"LKT__s__Bacteroides_stercoris","LKT__s__Blautia_massiliensis",0.0001279356893201
"956",5348,"LKT__s__Blautia_Unclassified","LKT__s__Blautia_massiliensis",0.00080273809792494
"957",5355,"LKT__s__Blautia_wexlerae","LKT__s__Blautia_massiliensis",0.00015935571080974
"958",5359,"LKT__s__Gemmiger_formicilis","LKT__s__Blautia_massiliensis",0.000295815282414
"959",5365,"LKT__g__Ruminococcus","LKT__s__Blautia_massiliensis",0.00012563492911179
"960",5374,"LKT__s__Blautia_hansenii","LKT__s__Blautia_massiliensis",0.00021772237754164
"961",5381,"LKT__g__Blautia","LKT__s__Blautia_massiliensis",0.00017739048536616
"962",5388,"LKT__s__Clostridioides_difficile","LKT__s__Blautia_massiliensis",0.00019990921134899
"963",5389,"LKT__g__Streptococcus","LKT__s__Blautia_massiliensis",0.0002340833477011
"964",5391,"LKT__s__Coprococcus_catus","LKT__s__Blautia_massiliensis",0.00021104902662857
"965",5395,"LKT__s__Dorea_Unclassified","LKT__s__Blautia_massiliensis",0.00056588606093501
"966",5405,"LKT__s__Butyrivibrio_Unclassified","LKT__s__Blautia_massiliensis",0.00021983335402405
"967",5406,"LKT__g__Butyricicoccus","LKT__s__Blautia_massiliensis",0.00022562399504549
"968",5414,"LKT__g__Coprococcus","LKT__s__Blautia_massiliensis",0.0002174172270015
"969",5415,"LKT__s__Agathobaculum_desmolans","LKT__s__Blautia_massiliensis",0.00010130762617727
"970",5417,"LKT__s__Bacteroides_vulgatus","LKT__s__Bacteroides_plebeius",0.00015618409107095
"971",5425,"LKT__s__Eubacterium_rectale","LKT__s__Bacteroides_plebeius",0.0001243473859977
"972",5426,"LKT__s__Bacteroides_stercoris","LKT__s__Bacteroides_plebeius",0.0002205348882444
"973",5428,"LKT__s__Bacteroides_thetaiotaomicron","LKT__s__Bacteroides_plebeius",0.0001313119426317
"974",5437,"LKT__s__Bacteroides_caccae","LKT__s__Bacteroides_plebeius",0.00020055615228719
"975",5462,"LKT__s__Coprococcus_comes","LKT__s__Bacteroides_plebeius",0.00010186164502481
"976",5464,"LKT__s__Blautia_massiliensis","LKT__s__Bacteroides_plebeius",0.00013148266265507
"977",5472,"LKT__f__Clostridiaceae","LKT__s__Bacteroides_plebeius",0.00012215516102928
"978",5484,"LKT__g__Prevotella","LKT__s__Bacteroides_plebeius",0.0010327211066084
"979",5504,"LKT__Unclassified","LKT__s__Roseburia_hominis",0.00010458047980155
"980",5512,"LKT__s__Blautia_Unclassified","LKT__s__Roseburia_hominis",0.0001029732031278
"981",5515,"LKT__f__Lachnospiraceae","LKT__s__Roseburia_hominis",0.00016459926706409
"982",5518,"LKT__s__Blautia_wexlerae","LKT__s__Roseburia_hominis",0.00020072220071224
"983",5537,"LKT__s__Fusicatenibacter_saccharivorans","LKT__s__Roseburia_hominis",0.00012825918364026
"984",5548,"LKT__f__Enterobacteriaceae","LKT__s__Roseburia_hominis",0.00030877160949392
"985",5562,"LKT__s__Coprococcus_eutactus","LKT__s__Roseburia_hominis",0.0004757275014062
"986",5580,"LKT__g__Veillonella","LKT__s__Roseburia_hominis",0.00011262563767256
"987",5590,"LKT__o__Clostridiales","LKT__s__Blautia_hansenii",0.00021366047405752
"988",5610,"LKT__s__Blautia_massiliensis","LKT__s__Blautia_hansenii",0.0011621906364637
"989",5624,"LKT__s__Eisenbergiella_massiliensis","LKT__s__Blautia_hansenii",0.0003261617290175
"990",5626,"LKT__s__Blautia_producta","LKT__s__Blautia_hansenii",0.00011716137867788
"991",5629,"LKT__s__Enterocloster_bolteae","LKT__s__Blautia_hansenii",0.00011833554919899
"992",5634,"LKT__s__Clostridium_scindens","LKT__s__Blautia_hansenii",0.00016859458320863
"993",5636,"LKT__s__Tyzzerella_nexilis","LKT__s__Blautia_hansenii",0.00027657131926233
"994",5654,"LKT__g__Coprococcus","LKT__s__Blautia_hansenii",0.00013313262984147
"995",5657,"LKT__s__Marvinbryantia_formatexigens","LKT__s__Blautia_hansenii",0.0001488967168597
"996",5666,"LKT__s__Lachnospiraceae_bacterium","LKT__s__Dorea_formicigenerans",0.0001149322525185
"997",5671,"LKT__s__Blautia_obeum","LKT__s__Dorea_formicigenerans",0.0001779912887716
"998",5675,"LKT__k__Bacteria","LKT__s__Dorea_formicigenerans",0.00011831018945849
"999",5678,"LKT__s__Anaerobutyricum_hallii","LKT__s__Dorea_formicigenerans",0.00017854888719
"1000",5694,"LKT__s__Clostridium_leptum","LKT__s__Dorea_formicigenerans",0.0001497451515628
"1001",5700,"LKT__s__Subdoligranulum_Unclassified","LKT__s__Dorea_formicigenerans",0.00011328268326587
"1002",5705,"LKT__s__Eisenbergiella_massiliensis","LKT__s__Dorea_formicigenerans",0.00020398802816589
"1003",5708,"LKT__s__Eubacterium_ramulus","LKT__s__Dorea_formicigenerans",0.00019363314945559
"1004",5720,"LKT__s__Eubacterium_ventriosum","LKT__s__Dorea_formicigenerans",0.0003563379993503
"1005",5730,"LKT__s__Enterococcus_faecium","LKT__s__Dorea_formicigenerans",0.00018172483417969
"1006",5769,"LKT__s__Parabacteroides_merdae","LKT__s__Clostridium_leptum",0.00014223654905263
"1007",5772,"LKT__s__Ruminococcus_gnavus","LKT__s__Clostridium_leptum",0.0002727756949935
"1008",5777,"LKT__s__Ruminococcus_torques","LKT__s__Clostridium_leptum",0.00010223125497771
"1009",5789,"LKT__s__Roseburia_hominis","LKT__s__Clostridium_leptum",0.00021101206794542
"1010",5793,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Clostridium_leptum",0.0002449153126227
"1011",5815,"LKT__s__Dorea_Unclassified","LKT__s__Clostridium_leptum",0.0001661895713439
"1012",5821,"LKT__f__Eubacteriaceae","LKT__s__Clostridium_leptum",0.0001964123417865
"1013",5829,"LKT__d__Eukaryota","LKT__s__Clostridium_leptum",0.00035177250503579
"1014",5833,"LKT__g__Coprococcus","LKT__s__Clostridium_leptum",0.00024064706134729
"1015",5834,"LKT__s__Agathobaculum_desmolans","LKT__s__Clostridium_leptum",0.000224410793557
"1016",5853,"LKT__s__Escherichia_coli","LKT__s__Enterocloster_clostridioformis",0.00015323293841423
"1017",5856,"LKT__s__Bacteroides_caccae","LKT__s__Enterocloster_clostridioformis",0.0001301776938672
"1018",5857,"LKT__s__Bacteroides_xylanisolvens","LKT__s__Enterocloster_clostridioformis",0.00029485950134894
"1019",5859,"LKT__s__Bacteroides_intestinalis","LKT__s__Enterocloster_clostridioformis",0.00017578019673318
"1020",5881,"LKT__s__Flavonifractor_plautii","LKT__s__Enterocloster_clostridioformis",0.00012903161073465
"1021",5889,"LKT__s__Blautia_hansenii","LKT__s__Enterocloster_clostridioformis",0.000786771283328
"1022",5892,"LKT__s__Butyricicoccus_Unclassified","LKT__s__Enterocloster_clostridioformis",0.0002510924573884
"1023",5895,"LKT__g__Blautia","LKT__s__Enterocloster_clostridioformis",0.00030402385815459
"1024",5898,"LKT__s__Clostridium_symbiosum","LKT__s__Enterocloster_clostridioformis",0.0001206530859471
"1025",5915,"LKT__s__Clostridium_scindens","LKT__s__Enterocloster_clostridioformis",0.0001059278028812
"1026",5917,"LKT__s__Clostridium_innocuum","LKT__s__Enterocloster_clostridioformis",0.00032280716014999
"1027",5931,"LKT__s__Enterococcus_faecium","LKT__s__Enterocloster_clostridioformis",0.0002166680715547
"1028",5941,"LKT__s__Phocea_massiliensis","LKT__s__Enterocloster_clostridioformis",0.00013607643885263
"1029",5942,"LKT__s__Enterocloster_aldensis","LKT__s__Enterocloster_clostridioformis",0.00065334490830319
"1030",5943,"LKT__s__Anaerofustis_stercorihominis","LKT__s__Enterocloster_clostridioformis",0.0001687908684466
"1031",5948,"LKT__s__Marvinbryantia_formatexigens","LKT__s__Enterocloster_clostridioformis",0.00010212831192993
"1032",5951,"LKT__s__Bacteroides_uniformis","LKT__s__Butyricicoccus_Unclassified",0.0001144733598628
"1033",5966,"LKT__s__Bacteroides_caccae","LKT__s__Butyricicoccus_Unclassified",0.0002607919383783
"1034",5973,"LKT__s__Ruminococcus_gnavus","LKT__s__Butyricicoccus_Unclassified",0.0001014529544244
"1035",5974,"LKT__k__Bacteria","LKT__s__Butyricicoccus_Unclassified",0.00033300014424769
"1036",5977,"LKT__s__Anaerobutyricum_hallii","LKT__s__Butyricicoccus_Unclassified",0.00015844732938469
"1037",5991,"LKT__s__Blautia_massiliensis","LKT__s__Butyricicoccus_Unclassified",0.0001656846391979
"1038",6000,"LKT__g__Blautia","LKT__s__Butyricicoccus_Unclassified",0.00017315161552821
"1039",6006,"LKT__s__Eubacterium_ramulus","LKT__s__Butyricicoccus_Unclassified",0.0001743315053034
"1040",6012,"LKT__g__Faecalibacterium","LKT__s__Butyricicoccus_Unclassified",0.00012372478613539
"1041",6030,"LKT__s__Angelakisella_massiliensis","LKT__s__Butyricicoccus_Unclassified",0.0001176586665613
"1042",6043,"LKT__s__Bacteroides_uniformis","LKT__s__Fusicatenibacter_saccharivorans",0.0003662185122099
"1043",6058,"LKT__s__Blautia_wexlerae","LKT__s__Fusicatenibacter_saccharivorans",0.0001588380319269
"1044",6063,"LKT__s__Cyclospora_cayetanensis","LKT__s__Fusicatenibacter_saccharivorans",0.00012556797817596
"1045",6065,"LKT__s__Gemmiger_formicilis","LKT__s__Fusicatenibacter_saccharivorans",0.00013000753132058
"1046",6077,"LKT__s__Blautia_massiliensis","LKT__s__Fusicatenibacter_saccharivorans",0.0004289874675911
"1047",6083,"LKT__s__Roseburia_Unclassified","LKT__s__Fusicatenibacter_saccharivorans",0.0004402820672274
"1048",6088,"LKT__g__Clostridium","LKT__s__Fusicatenibacter_saccharivorans",0.00045519893374905
"1049",6101,"LKT__s__Eubacterium_Unclassified","LKT__s__Fusicatenibacter_saccharivorans",0.00071024593471939
"1050",6110,"LKT__s__Enterocloster_lavalensis","LKT__s__Fusicatenibacter_saccharivorans",0.00013730368249659
"1051",6113,"LKT__s__Lachnoclostridium_phocaeense","LKT__s__Fusicatenibacter_saccharivorans",0.0001567065817865
"1052",6114,"LKT__s__Bacillus_Unclassified","LKT__s__Fusicatenibacter_saccharivorans",0.00011076234300412
"1053",6118,"LKT__s__Bacteroides_vulgatus","LKT__s__Bacteroides_finegoldii",0.00017925847846084
"1054",6122,"LKT__s__Bacteroides_ovatus","LKT__s__Bacteroides_finegoldii",0.0002787637154564
"1055",6126,"LKT__s__Parabacteroides_distasonis","LKT__s__Bacteroides_finegoldii",0.00021986973004469
"1056",6134,"LKT__s__Bacteroides_intestinalis","LKT__s__Bacteroides_finegoldii",0.00033183840336592
"1057",6137,"LKT__o__Bacteroidales","LKT__s__Bacteroides_finegoldii",0.0001839160200645
"1058",6151,"LKT__s__Bacteroides_plebeius","LKT__s__Bacteroides_finegoldii",0.00036497418981669
"1059",6169,"LKT__s__Clostridioides_difficile","LKT__s__Bacteroides_finegoldii",0.00011298614355312
"1060",6171,"LKT__s__Coprococcus_catus","LKT__s__Bacteroides_finegoldii",0.00019546616547959
"1061",6173,"LKT__s__Clostridium_scindens","LKT__s__Bacteroides_finegoldii",0.00010114963893162
"1062",6181,"LKT__g__Prevotella","LKT__s__Bacteroides_finegoldii",0.00018674579046203
"1063",6195,"LKT__d__Eukaryota","LKT__s__Bacteroides_finegoldii",0.00017678389540536
"1064",6211,"LKT__o__Clostridiales","LKT__g__Parabacteroides",0.00014133893555409
"1065",6212,"LKT__s__Bacteroides_thetaiotaomicron","LKT__g__Parabacteroides",0.000187378972163
"1066",6213,"LKT__s__Bacteroides_cellulosilyticus","LKT__g__Parabacteroides",0.0002726249824243
"1067",6214,"LKT__s__Ruminococcaceae_bacterium","LKT__g__Parabacteroides",0.0001555030000617
"1068",6215,"LKT__s__Bacteroides_dorei","LKT__g__Parabacteroides",0.0001532003609902
"1069",6222,"LKT__s__Bacteroides_intestinalis","LKT__g__Parabacteroides",0.0004081834487911
"1070",6226,"LKT__s__Alistipes_finegoldii","LKT__g__Parabacteroides",0.00013072802398603
"1071",6237,"LKT__s__Eubacterium_siraeum","LKT__g__Parabacteroides",0.00026780144836164
"1072",6238,"LKT__s__Bacteroides_faecis","LKT__g__Parabacteroides",0.00031798286346108
"1073",6240,"LKT__s__Parabacteroides_Unclassified","LKT__g__Parabacteroides",0.0001719968076597
"1074",6250,"LKT__s__Enterocloster_clostridioformis","LKT__g__Parabacteroides",0.0001039934913961
"1075",6252,"LKT__s__Bacteroides_finegoldii","LKT__g__Parabacteroides",0.0001645052191202
"1076",6254,"LKT__s__Subdoligranulum_Unclassified","LKT__g__Parabacteroides",0.00017244948788622
"1077",6258,"LKT__s__Eisenbergiella_massiliensis","LKT__g__Parabacteroides",0.00013807436340797
"1078",6261,"LKT__f__Enterobacteriaceae","LKT__g__Parabacteroides",0.0001009048319482
"1079",6262,"LKT__f__Rikenellaceae","LKT__g__Parabacteroides",0.0004446240035071
"1080",6270,"LKT__s__Dorea_Unclassified","LKT__g__Parabacteroides",0.00014391974623656
"1081",6276,"LKT__p__Proteobacteria","LKT__g__Parabacteroides",0.0001301885490456
"1082",6302,"LKT__s__Lachnospiraceae_bacterium","LKT__s__Ruthenibacterium_lactatiformans",0.00014527363803122
"1083",6325,"LKT__s__Clostridiaceae_bacterium","LKT__s__Ruthenibacterium_lactatiformans",0.00038233529612955
"1084",6326,"LKT__s__Eubacteriaceae_bacterium","LKT__s__Ruthenibacterium_lactatiformans",0.0001147881452594
"1085",6344,"LKT__s__Eisenbergiella_massiliensis","LKT__s__Ruthenibacterium_lactatiformans",0.00032920984505939
"1086",6347,"LKT__s__Enterocloster_bolteae","LKT__s__Ruthenibacterium_lactatiformans",0.0001342780546169
"1087",6354,"LKT__s__Erysipelotrichaceae_bacterium","LKT__s__Ruthenibacterium_lactatiformans",0.00029595895442907
"1088",6359,"LKT__s__Intestinimonas_massiliensis","LKT__s__Ruthenibacterium_lactatiformans",0.0001171720498862
"1089",6365,"LKT__s__Frisingicoccus_caecimuris","LKT__s__Ruthenibacterium_lactatiformans",0.0003520066714586
"1090",6366,"LKT__s__Angelakisella_massiliensis","LKT__s__Ruthenibacterium_lactatiformans",0.0001599051903011
"1091",6380,"LKT__s__Cuneatibacter_caecimuris","LKT__s__Ruthenibacterium_lactatiformans",0.00013349957576267
"1092",6387,"LKT__s__Bacteroides_Unclassified","LKT__g__Blautia",0.00013777948175268
"1093",6398,"LKT__s__Clostridium_Unclassified","LKT__g__Blautia",0.0002270801015997
"1094",6401,"LKT__s__Bacteroides_intestinalis","LKT__g__Blautia",0.00013331744155035
